          area       scp  index                  dt     i     o  idiff  odiff     idiff_ph   odiff_ph        iz        oz     cumiz     cumoz
9193864  D011  01-06-00   1583 2018-03-04 12:00:00  393478061  1556152228         -3.0 -5.000000e+00     -0.750000     -1.25000  0.017898   0.016888  0.001828  0.001966



          area       scp  index                  dt          i         o        idiff       odiff      idiff_ph     odiff_ph         iz         oz       cumiz      cumoz
60808675  R401  00-06-00   9634 2019-03-08 00:00:00    1604870    291697        205.0        36.0  5.125000e+01         9.00   0.011640   0.011675    0.001776   0.001956
60808676  R401  00-06-00   9635 2019-03-08 04:00:00    1604932    291704         62.0         7.0  1.550000e+01         1.75   0.011671   0.011712    0.001813   0.001965
60808677  R401  00-06-00   9636 2019-03-08 08:00:00    1605421    291773        489.0        69.0  1.222500e+02        17.25   0.011579   0.011632    0.001704   0.001945
60808678  R401  00-06-00   9637 2019-03-08 12:00:00    1605956    291844        535.0        71.0  1.337500e+02        17.75   0.011570   0.011630    0.001692   0.001945
60808679  R401  00-06-00   9638 2019-03-08 16:00:00  402692234  67116193  401086278.0  66824349.0  1.002716e+08  16706087.25  86.053395  85.974006  102.532107  21.218728
60808680  R401  00-06-00   9639 2019-03-08 20:00:00  402692234  67116251          0.0        58.0  0.000000e+00        14.50   0.011684   0.011646    0.001829   0.001949
60808681  R401  00-06-00   9640 2019-03-09 00:00:00     589928        25 -402102306.0 -67116226.0 -1.005256e+08 -16779056.50  86.271414  86.349576  102.791845  21.311417
60808682  R401  00-06-00   9641 2019-03-09 04:00:00     589991        36         63.0        11.0  1.575000e+01         2.75   0.011671   0.011707    0.001813   0.001964
60808683  R401  00-06-00   9642 2019-03-09 08:00:00     590130        62        139.0        26.0  3.475000e+01         6.50   0.011655   0.011687    0.001793   0.001959



           area       scp  index                  dt          i          o        idiff        odiff      idiff_ph      odiff_ph          iz          oz       cumiz       cumoz
18370928  N063A  00-00-08    924 2015-03-04 08:38:56   15153118    1189047        976.0          2.0  5.919137e+02  1.212938e+00    0.007832    0.008090    0.001224    0.001966
18370929  N063A  00-00-08    925 2015-03-04 08:53:01   15153248    1189054        130.0          7.0  5.538462e+02  2.982249e+01    0.007853    0.008069    0.001262    0.001929
18370930  N063A  00-00-08    926 2015-03-04 08:56:04   15153300    1189054         52.0          0.0  1.022951e+03  0.000000e+00    0.007596    0.008091    0.000783    0.001967
18370931  N063A  00-00-08    927 2015-03-04 09:12:33   15153397    1189061         97.0          7.0  3.530839e+02  2.548028e+01    0.007963    0.008073    0.001468    0.001935
18370932  N063A  00-00-08    928 2015-03-04 11:00:00  419405731  302042920  404252334.0  300853859.0  2.257342e+08  1.679966e+08  123.697211  123.697211  230.825476  213.393550
18370933  N063A  00-00-08    929 2015-03-04 15:00:00  419405300  302042960       -431.0         40.0 -1.077500e+02  1.000000e+01    0.008098    0.008084    0.001719    0.001955
18370934  N063A  00-00-08    930 2015-03-04 19:00:00  419404422  302043017       -878.0         57.0 -2.195000e+02  1.425000e+01    0.008037    0.008081    0.001604    0.001949
18370935  N063A  00-00-08    931 2015-03-04 23:00:00  419404021  302043054       -401.0         37.0 -1.002500e+02  9.250000e+00    0.008102    0.008084    0.001726    0.001956
18370936  N063A  00-00-08    932 2015-03-05 03:00:00  419403976  302043063        -45.0          9.0 -1.125000e+01  2.250000e+00    0.008151    0.008090    0.001817    0.001965



          area       scp  index                  dt          i      o        idiff   odiff     idiff_ph  odiff_ph          iz        oz      cumiz     cumoz
36154893  N534  01-00-01  11874 2020-03-14 12:00:00     349074  11616         68.0     5.0        17.00      1.25    0.008318  0.008850   0.001811  0.001966
36154894  N534  01-00-01  11875 2020-03-14 16:00:00     349168  11624         94.0     8.0        23.50      2.00    0.008303  0.001349   0.001805  0.001965
36154895  N534  01-00-01  11876 2020-03-14 20:00:00     349287  11638        119.0    14.0        29.75      3.50    0.008288  0.013653   0.001798  0.001963
36154896  N534  01-00-01  11877 2020-03-15 00:00:00     349318  11640         31.0     2.0         7.75      0.50    0.008340  0.016351   0.001821  0.001967
36154897  N534  01-00-01  11878 2020-03-15 08:00:00  414777352  10482  414428034.0 -1158.0  51803504.25   -144.75  122.023924  1.426342  52.970486  0.001784
36154898  N534  01-00-01  11879 2020-03-15 12:00:00  414777389  10483         37.0     1.0         9.25      0.25    0.008336  0.018851   0.001819  0.001967
36154899  N534  01-00-01  11880 2020-03-15 16:00:00  414777454  10485         65.0     2.0        16.25      0.50    0.008320  0.016351   0.001812  0.001967
36154900  N534  01-00-01  11881 2020-03-15 20:00:00  414777508  10488         54.0     3.0        13.50      0.75    0.008326  0.013850   0.001815  0.001966
36154901  N534  01-00-01  11882 2020-03-16 00:00:00  414777530  10488         22.0     0.0         5.50      0.00    0.008345  0.021351   0.001823  0.001967



          area       scp  index                  dt          i           o        idiff         odiff      idiff_ph      odiff_ph         iz         oz       cumiz       cumoz
48116746  R158  00-06-00    686 2015-02-14 07:00:00       4731        2081         35.0  1.100000e+01  8.750000e+00  2.750000e+00   0.011725   0.011581    0.001820    0.001964
48116747  R158  00-06-00    687 2015-02-14 11:00:00       4893        2205        162.0  1.240000e+02  4.050000e+01  3.100000e+01   0.011699   0.011574    0.001787    0.001928
48116748  R158  00-06-00    688 2015-02-14 15:00:00       5228        2475        335.0  2.700000e+02  8.375000e+01  6.750000e+01   0.011663   0.011564    0.001743    0.001882
48116749  R158  00-06-00    689 2015-02-14 19:00:00       5956        2716        728.0  2.410000e+02  1.820000e+02  6.025000e+01   0.011581   0.011566    0.001643    0.001891
48116750  R158  00-06-00    690 2015-02-14 23:00:00  417660739  1320288330  417654783.0  1.320286e+09  1.044137e+08  3.300714e+08  86.522422  86.498961  106.767689  419.267053
48116751  R158  00-06-00    691 2015-02-15 03:00:00  417660708  1320288353        -31.0  2.300000e+01 -7.750000e+00  5.750000e+00   0.011726   0.011581    0.001821    0.001960
48116752  R158  00-06-00    692 2015-02-15 07:00:00  417660704  1320288356         -4.0  3.000000e+00 -1.000000e+00  7.500000e-01   0.011731   0.011582    0.001828    0.001966
48116753  R158  00-06-00    693 2015-02-15 11:00:00  417660671  1320288376        -33.0  2.000000e+01 -8.250000e+00  5.000000e+00   0.011725   0.011581    0.001820    0.001961
48116754  R158  00-06-00    694 2015-02-15 15:00:00  417660611  1320288435        -60.0  5.900000e+01 -1.500000e+01  1.475000e+01   0.011720   0.011578    0.001814    0.001949



          area       scp  index                  dt          i          o        idiff        odiff      idiff_ph     odiff_ph          iz          oz       cumiz      cumoz
58840467  R305  01-00-01   6209 2017-08-14 21:00:00    1672010     660333        494.0        200.0  1.235000e+02        50.00    0.008080    0.008084    0.001703   0.001904
58840468  R305  01-00-01   6210 2017-08-15 01:00:00    1672199     660409        189.0         76.0  4.725000e+01        19.00    0.008169    0.008175    0.001781   0.001943
58840469  R305  01-00-01   6211 2017-08-15 05:00:00    1672234     660426         35.0         17.0  8.750000e+00         4.25    0.008215    0.008218    0.001820   0.001962
58840470  R305  01-00-01   6212 2017-08-15 09:00:00    1672376     660532        142.0        106.0  3.550000e+01        26.50    0.008183    0.008153    0.001793   0.001934
58840471  R305  01-00-01   6213 2017-08-15 13:00:00  419478940  167785645  417806564.0  167125113.0  1.044516e+08  41781278.25  122.539789  122.539789  106.806491  53.070172
58840472  R305  01-00-01   6214 2017-08-15 17:00:00  419479373  167785817        433.0        172.0  1.082500e+02        43.00    0.008098    0.008105    0.001718   0.001913
58840473  R305  01-00-01   6215 2017-08-15 21:00:00  419479882  167786034        509.0        217.0  1.272500e+02        54.25    0.008076    0.008072    0.001699   0.001898
58840474  R305  01-00-01   6216 2017-08-16 01:00:00  419480037  167786108        155.0         74.0  3.875000e+01        18.50    0.008179    0.008177    0.001789   0.001944
58840475  R305  01-00-01   6217 2017-08-16 05:00:00  419480078  167786118         41.0         10.0  1.025000e+01         2.50    0.008213    0.008224    0.001818   0.001964



         area       scp  index                  dt          i          o        idiff        odiff      idiff_ph      odiff_ph         iz         oz      cumiz       cumoz
7664714  C012  01-06-00  12722 2020-07-11 12:00:00     167066    1383047          6.0         79.0  1.500000e+00  1.975000e+01   0.010960   0.011325   0.001827    0.001942
7664715  C012  01-06-00  12723 2020-07-11 16:00:00     167078    1383142         12.0         95.0  3.000000e+00  2.375000e+01   0.010959   0.011324   0.001826    0.001937
7664716  C012  01-06-00  12724 2020-07-11 20:00:00     167098    1383229         20.0         87.0  5.000000e+00  2.175000e+01   0.010958   0.011325   0.001824    0.001940
7664717  C012  01-06-00  12725 2020-07-12 00:00:00     167106    1383264          8.0         35.0  2.000000e+00  8.750000e+00   0.010959   0.011329   0.001827    0.001956
7664718  C012  01-06-00  12726 2020-07-12 08:00:00  419240185  419244290  419073079.0  417861026.0  5.238413e+07  5.223263e+07  24.422950  18.272090  53.564217   66.345867
7664719  C012  01-06-00  12727 2020-07-12 12:00:00  223936519     131127 -195303666.0 -419113163.0 -4.882592e+07 -1.047783e+08  22.763264  36.665086  49.925717  133.091330
7664720  C012  01-06-00  12728 2020-07-12 16:00:00  223936532     131211         13.0         84.0  3.250000e+00  2.100000e+01   0.010959   0.011325   0.001826    0.001941
7664721  C012  01-06-00  12729 2020-07-12 20:00:00  223936549     131277         17.0         66.0  4.250000e+00  1.650000e+01   0.010958   0.011327   0.001824    0.001946
7664722  C012  01-06-00  12730 2020-07-13 00:00:00  223936560     131316         11.0         39.0  2.750000e+00  9.750000e+00   0.010959   0.011329   0.001826    0.001955



         area       scp  index                  dt          i          o        idiff        odiff      idiff_ph      odiff_ph          iz          oz      cumiz      cumoz
6013367  B023  01-05-01   9114 2018-12-04 23:00:00          0        549          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013368  B023  01-05-01   9115 2018-12-05 03:00:00          0        549          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013369  B023  01-05-01   9116 2018-12-05 07:00:00          0        549          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013370  B023  01-05-01   9117 2018-12-05 11:00:00          0        549          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013371  B023  01-05-01   9118 2018-12-05 19:00:00  419446441  335547638  419446441.0  335547089.0  5.243081e+07  4.194339e+07  122.257924  122.257924  53.611940  53.276088
6013372  B023  01-05-01   9119 2018-12-05 23:00:00  419446441  335547638          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013373  B023  01-05-01   9120 2018-12-06 03:00:00  419446441  335547638          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013374  B023  01-05-01   9121 2018-12-06 07:00:00  419446441  335547638          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967
6013375  B023  01-05-01   9122 2018-12-06 11:00:00  419446441  335547638          0.0          0.0  0.000000e+00  0.000000e+00    0.008179    0.008179   0.001829   0.001967



          area       scp  index                  dt          i          o        idiff        odiff      idiff_ph     odiff_ph          iz          oz       cumiz      cumoz
69867089  R727  00-00-01   8720 2018-10-15 01:00:00    1715218     728986          0.0         15.0  0.000000e+00         3.75    0.008254    0.008245    0.001829   0.001963
69867090  R727  00-00-01   8721 2018-10-15 05:00:00    1715218     728989          0.0          3.0  0.000000e+00         0.75    0.008254    0.008253    0.001829   0.001966
69867091  R727  00-00-01   8722 2018-10-15 09:00:00    1715218     729088          0.0         99.0  0.000000e+00        24.75    0.008254    0.008189    0.001829   0.001936
69867092  R727  00-00-01   8723 2018-10-15 13:00:00    1715218     729162          0.0         74.0  0.000000e+00        18.50    0.008254    0.008206    0.001829   0.001944
69867093  R727  00-00-01   8724 2018-10-15 17:00:00  436212607  184568482  434497389.0  183839320.0  1.086243e+08  45959830.00  121.762063  121.762063  111.073343  58.377925
69867094  R727  00-00-01   8725 2018-10-15 21:00:00  436212781  184568662        174.0        180.0  4.350000e+01        45.00    0.008206    0.008136    0.001784   0.001910
